Label	EntryID	Published	Tweet(Title)	FavouriteCount	Geo	Source	AuthorName	AuthorURL	Language	Retweets	Timezone(blank)	UserFavourites	UserFollowers	UserTweets	UserFollowing
%23pingdemic	1420502413392420864	Wed Jul 28 21:52:21 +0000 2021	REPLY @ChrisMasonBBC It's staggering how so many in the media have just uncritically accepted the govt line that it's the #pingdemic.  I'm reminded of the story about people arguing that it's raining - a journalist must look outside to see who is telling the truth.  #PingdemicMyArse https://t.co/HEVmziWuhM	872		Twitter for Android	Olive 💙	Oliveoyl60	en	6		23011	535	34315	1614
%23pingdemic	1420501889884598272	Wed Jul 28 21:50:16 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Frank Farquar	FrankFarquar	en	497		38326	2227	134273	2625
%23pingdemic	1420500907469516800	Wed Jul 28 21:46:22 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPad	Nik Nickerson 🔶 🤝	niknickerson	en	497		22914	1254	36880	1127
%23pingdemic	1420499356109709056	Wed Jul 28 21:40:12 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Patricia Farrington	xraypat	en	497		126436	5234	548166	2839
%23pingdemic	1420497677767299072	Wed Jul 28 21:33:32 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for iPad	Michael #FBPE #ProEU🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺#rejoiner	Mick2465	en	438		40202	1134	101853	912
%23pingdemic	1420496837849583616	Wed Jul 28 21:30:12 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for iPhone	annieszary	annizary	en	438		4564	15	2406	111
%23pingdemic	1420496574417866752	Wed Jul 28 21:29:09 +0000 2021	Now three episodes behind on #LoveIsland so written this week off. But planning an omnibus on Saturday, T4 style. If someone tries to make plans, I’m saying I’ve been pinged #pingdemic	2		Twitter for iPhone	Kimberley Ballantyne	KMBMDW	en	0		11925	845	3039	500
%23pingdemic	1420496095839457536	Wed Jul 28 21:27:15 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter Web App	shirley young	shirleyyoung2	en	438		7943	1421	406101	811
%23pingdemic	1420495905317441536	Wed Jul 28 21:26:30 +0000 2021	Johnson. “We have to do something to stop the food shortages being blamed on #brexit.”   Minister. “Let’s invent something called the #pingdemic. The media will sell it for us.”	29		Twitter for Android	Janice Morphet	janicemorphet	en	6		17829	3545	276745	4998
%23pingdemic	1420495597963030528	Wed Jul 28 21:25:16 +0000 2021	@JamesMelville Yes it highlights how incompetent &amp; ridiculous @BorisJohnson's top team is @KwasiKwarteng @pritipatel turning UK into a Kafkian farce, using the #pingdemic to try feverishly to cover up for their #BrexitShambles. Maybe try a better approach &amp; save lives? https://t.co/6mT6mfiOTK	2		Twitter Web App	Nabil H The Peacemaker ⚛️☮️	inabster	en	4		201888	36318	1139319	37375
%23pingdemic	1420491500786434048	Wed Jul 28 21:08:59 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Chris Lyddon #FBPE	ChrisLyddon	en	497		32395	4363	60588	4591
%23pingdemic	1420488339593981952	Wed Jul 28 20:56:26 +0000 2021	@Jon_Chalk1 @Dawnbritte Also the manufactured "#Pingdemic" sounds like something invented in Downing St.. People have been uninstalling the "NHS" #COVID19 app so they don't get pinged &amp; so don't get tested or self-isolate. A perfect storm especially if an asymptomatic spreader. 😖#PingdemicMyArse	4		Twitter for Android	nicky@nicky7755	nickynicky77551	en	2		35661	1275	49726	1981
%23pingdemic	1420487485705043968	Wed Jul 28 20:53:02 +0000 2021	@Jon_Chalk1 @Dawnbritte Also the manufactured "#Pingdemic" sounds like something invented in Downing St.. People have been uninstalling the "NHS" #COVID19 app so they don't get pinged &amp; so don't get tested or self-isolate. A perfect storm especially if an asymptomatic spreader. 😖#PingdemicMyArse	4		Twitter for Android	Stephen 🔶#FBPA #FBPE #FBPEGlobal #FBPPR	TheStephenRalph	en	2		526836	20498	584910	20668
%23pingdemic	1420487467803844608	Wed Jul 28 20:52:58 +0000 2021	@Jon_Chalk1 @Dawnbritte Also the manufactured "#Pingdemic" sounds like something invented in Downing St.. People have been uninstalling the "NHS" #COVID19 app so they don't get pinged &amp; so don't get tested or self-isolate. A perfect storm especially if an asymptomatic spreader. 😖#PingdemicMyArse	4		Twitter for Android	Stephen 🔶#FBPA #FBPE #FBPEGlobal #FBPPR	TheStephenRalph	en	2		526836	20498	584910	20668
%23pingdemic	1420487140438421504	Wed Jul 28 20:51:40 +0000 2021	#Brexit must share blame for #Empty #Supermarket shelves : #SupermarketShortages are being blamed on the '#pingdemic' - but Brexit must take its share of responsibility after 25,000 #LorryDrivers returned to the #EU: #EmptyShelves  https://t.co/3C5cMjE52t	18		Twitter Web App	FoolontheHill #NHS #FBPE #RejoinEU #FBPPR #FBPA	Foolont87158237	en	16		18195	9823	14656	10187
%23pingdemic	1420485850668937216	Wed Jul 28 20:46:32 +0000 2021	@godsownrube @Plasmadreamer @torysleazeUK @BorisJohnson You know how driver shortage is being blamed on the #pingdemic? This as maybe, but why should the  plague of pings descend on that one industry? The industry that is categorically unaffected by Brexit (….acc. to Brexiters)? Why not London cab drivers? Or bus drivers?	1		Twitter for iPhone	malgosia skawinski.	solamiga	en	0		53109	3845	191999	3386
%23pingdemic	1420482248575442944	Wed Jul 28 20:32:14 +0000 2021	Only about 200 of @BorisJohnson's promised 2,000 testing sites to beat the #pingdemic are up and running, and hundreds will not be ready until the end of next month - a fortnight after 16 August - official figures reveal. https://t.co/9hnOFm8a49	23		Twitter for Android	Sally B (I/me) 🌈	B17sallyb	en	26		13322	219	14366	415
%23pingdemic	1420482138491739904	Wed Jul 28 20:31:47 +0000 2021	#brexshit.. no it is the #pingdemic honest. Ok why are the food depots empty then ? And food rotting in the fields ? https://t.co/sDSTrsg2nN	3		Twitter for Android	blackbladder #GTTO #torycorruption #majorsleaze	sincesixaneagle	en	0		78171	5271	78329	5211
%23pingdemic	1420480786768273408	Wed Jul 28 20:26:25 +0000 2021	How long are people in the UK (southern England) waiting for COVID PCR results these days? We're on 3.5 days in my house. #pingdemic #GettingSquirelly	0		Twitter Web App	Sophie Payne-Gifford	GiffordPayne	en	0		178	196	788	466
%23pingdemic	1420478977710436352	Wed Jul 28 20:19:14 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Rosie Price 💙	RosieRosie69	en	497		8005	296	1790	377
%23pingdemic	1420475354746077184	Wed Jul 28 20:04:50 +0000 2021	Until the ping thing started  with the exception of a few items I had no problem with my online supermarket shopping order. And because I have very complex issues I have to use various supermarkets so please  stop blaming everything on Brexit - #pingdemic #northernIreland	0		Twitter for iPad	LadyMinxNI 👠 👄 🚘	IAmTheeMinx	en	0		88185	1539	238068	975
%23pingdemic	1420474862896926720	Wed Jul 28 20:02:53 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Illfracombe2girl	dinah_wise	en	497		94921	573	167894	298
%23pingdemic	1420472651202576384	Wed Jul 28 19:54:05 +0000 2021	We are facing Collapse of supply chain says @RHARichardB - “crisis &amp; govt is burying head in sand” due to #lorrydriver shortage #pingdemic and @grantshapps has been told this by @RHANews #BH https://t.co/xe6iVvpTq3	37		Twitter for Android	Hugh Jaeger	HughJaeger	en	24		573402	4575	398994	4706
%23pingdemic	1420472512576622592	Wed Jul 28 19:53:32 +0000 2021	@clairelucashyp @AllisonPearson This is a result of the "pingdemic". #pingdemic #DeleteTheApp	1		Twitter for Android	Therthonsirdoug	GraemeThirde	en	0		19158	172	11690	764
%23pingdemic	1420471290608054272	Wed Jul 28 19:48:41 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Stuffofearth 🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🇿🇦	stuffofearth	en	497		2874	351	2778	388
%23pingdemic	1420471278947929856	Wed Jul 28 19:48:38 +0000 2021	Day 55 “After #homeschool, Lisa done a mountain of ironing which she now classes as fucking #exercise!" #FFBWednesday #wednesdaythought #quotes #quoteoftheday #picoftheday #Covid_19 #COVID #NHSPayRise #pingdemic #KindleUnlimited #freebook #WearAMask  #BorisJohnson #lockdown #hope https://t.co/iSSzDzjYVP	5		Twitter for Android	Rauso Heath	greyhoundtipsuk	en	2		217	420	620	483
%23pingdemic	1420470135035502592	Wed Jul 28 19:44:05 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Angela Peacock💙	Teessiderang	en	497		37743	179	14904	964
%23pingdemic	1420469204877078528	Wed Jul 28 19:40:24 +0000 2021	Get Brexit Done was shorter than...  ..destroy the economy, go back on the Northern Ireland protocol, buy veg from Europe becase nobody's here to pick it, watch £2.3TN Financial Services leave London while we privatise the NHS, kill the over 80s &amp; have a #pingdemic.. apparently🤦‍♂️	427		Twitter Web App	🌏💧🔥⚡🐨 James Nicholson	jamnic77	en	172		73567	2149	176698	2097
%23pingdemic	1420469185109499904	Wed Jul 28 19:40:19 +0000 2021	Brexit hams think that empty shelves in my local waitrose is due to #pingdemic hams are so stupid it's because of brexit 🙄	1		Twitter for Android	Noel Bacon 🇧🇷 🇪🇺	noel_bacon90	en	0		62	97	176	191
%23pingdemic	1420469058114293504	Wed Jul 28 19:39:49 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPad	a boy from the midlands	StrawKA	en	497		48486	180	18144	1157
%23pingdemic	1420467827715231744	Wed Jul 28 19:34:55 +0000 2021	Just an idle thought on Test and Trace, and the ending of #Isolation  One thing that we might consider is that possibly the #pingdemic has achieved what it was designed to do: By isolating contacts we break the chains of transmission...🤔	1		Twitter for Android	Foxy	foxinsoxuk	en	0		12066	217	7815	1676
%23pingdemic	1420466928083247104	Wed Jul 28 19:31:21 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Me	hugefoodlover	en	497		30325	1288	91933	2003
%23pingdemic	1420464426575138816	Wed Jul 28 19:21:24 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Intrepid Nana 💙	LenisLovelies	en	497		4140	118	2155	363
%23pingdemic	1420463660238004224	Wed Jul 28 19:18:22 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for Android	Anne Marie Smith	AnneMar21772619	en	438		15748	33	1000	177
%23pingdemic	1420463071047262208	Wed Jul 28 19:16:01 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Vinay	Vinay24969459	en	497		5513	32	1351	3
%23pingdemic	1420462433299218432	Wed Jul 28 19:13:29 +0000 2021	Just got pinged again. Im so confused as what to do now, with the rules changing. So many people just telling me to delete the app #pingdemic https://t.co/qTm4tDkj0H	2		Twitter for Android	charlotte	charlotte482	en	0		2926	151	1933	526
%23pingdemic	1420457246232923904	Wed Jul 28 18:52:52 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter Web App	Tristram 💙 #BLM We're losing our NHS #StopNHSBill	TristramWyatt	en	497		148053	2991	279865	4836
%23pingdemic	1420457034240204800	Wed Jul 28 18:52:02 +0000 2021	Which of my workers need to self-isolate? We set out the key points #employers need to know about the self-isolation rules: https://t.co/cFmAD7dw4u  #COVID19 #UKEmpLaw #Pingdemic #SelfIsolation	0		Twitter Web App	Jemma @ OEL	jemmafairhay	en	1		17906	4595	35369	4374
%23pingdemic	1420456586951237632	Wed Jul 28 18:50:15 +0000 2021	Spoilt for choice this morning in Penzance. Nothing to do with Brexit though apparently…..🙄 #SupplyChain #BrexitShambles #pingdemic https://t.co/AXX94EJNoR	622		Twitter for Android	Mimneeskoo🇪🇺🔸	mimneeskoo	en	273		790	400	255	440
%23pingdemic	1420455848497778688	Wed Jul 28 18:47:19 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	sally winter	sallywin	en	497		38842	335	39319	612
%23pingdemic	1420455397517897728	Wed Jul 28 18:45:32 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for Android	Gandoflam	gandoflam	en	438		88597	257	73246	290
%23pingdemic	1420453974789001216	Wed Jul 28 18:39:53 +0000 2021	Food shortages have NOTHING to do with the #pingdemic  EU countries have the pandemic, they have apps, they have 'pings', and all the rest. But what they don't have is empty shelves! This is the DIRECT consequence of #ToryBrexit  Be told. Pic 1: UK Pic 2: EU Blame @borisjohnson https://t.co/XDSdkreIrj	622		Twitter for Android	James robertson	jimmytheplant	en	322		76369	278	114352	184
%23pingdemic	1420451790181502976	Wed Jul 28 18:31:12 +0000 2021	@romfordgeeza If there are any empty shelves, isn't it more likely that it's due to the unnecessary quarantining of drivers who suffered at the hands of the #Pingdemic? That's what I was told was the cause of empty shelves at the local store near me.	1		Twitter Web App	❌President Elect Cosmic Claire	wakingthemonkey	en	0		21094	1094	24838	1538
%23pingdemic	1420450848807833600	Wed Jul 28 18:27:27 +0000 2021	Due to the #Pingdemic we have lost a fixture this Sunday - anyone fancy a game in and around London, can bring Dukes balls, plenty of enthusiasm and weak medium ability.... @SundayCricketer @TheFixtureMan @CFixturelist #cricket 🏏🏏🏏	1		Twitter for iPhone	The Sunday Cricketer	SundayCricketer	en	3		1129	9182	7428	8519
%23pingdemic	1420449212760838144	Wed Jul 28 18:20:57 +0000 2021	I must live in the only place without a fresh produce supply chain problem. 😏 Oh British spuds too 😋.  #PingdemicMyArse #pingdemic #supplychain #supermarket #emptyshelves https://t.co/CvgSpU4uaK	0		Twitter for Android	thathurt 📸🐧⚡	thathurt	en	0		36837	448	16810	1439
%23pingdemic	1420448214227079168	Wed Jul 28 18:16:59 +0000 2021	@BorisJohnson @CMO_England @sajidjavid lols the numbers have come down because  apps have been deleted, people are not getting tested because  they dont want to isolate. Work places have taken down track and trace scan 😂 #pingdemic #Covid_19 #Isolation	2		trackntracer	trackntrace	trackntracer	en	1		11	1161	292143	4
%23pingdemic	1420448192144060416	Wed Jul 28 18:16:54 +0000 2021	@BorisJohnson @CMO_England @sajidjavid lols the numbers have come down because  apps have been deleted, people are not getting tested because  they dont want to isolate. Work places have taken down track and trace scan 😂 #pingdemic #Covid_19 #Isolation	2		Twitter for Android	𝔅𝔢𝔫𝔷𝔦𝔢 🐭	Elmlet	en	1		221	16	530	96
%23pingdemic	1420446444717330432	Wed Jul 28 18:09:57 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Magapanthus	magapanthus	en	497		112987	1925	397912	2486
%23pingdemic	1420446366938148864	Wed Jul 28 18:09:39 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Gigi 💙	gillyhoneybee	en	497		28914	498	22712	1400
%23pingdemic	1420445290285486336	Wed Jul 28 18:05:22 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPad	Tweetering70 💙	Tweetering70	en	497		9116	103	12359	419
%23pingdemic	1420443953673949184	Wed Jul 28 18:00:03 +0000 2021	So, in a Pandemic that people being in close proximity often causes serve illness - a YouTuber decides to give FREE Nike Trainers in Central #London.  #COVID19 #NHSPayRise #gotyourbackNHS #pingdemic #WearAMask #ChinaLiedPeopleDie #Wuhan https://t.co/CKqyqsdxTx	1537		Twitter for Android	AltDaz	alt_daz	en	0		257	87	3309	318
%23pingdemic	1420443617366315008	Wed Jul 28 17:58:43 +0000 2021	With the so-called #pingdemic causing hundreds of thousands of people to self-isolate, the importance of having a safe and stable home cannot be underestimated. https://t.co/lOWHto3yo9	26		Twitter for Android	Manoel Filho	manukbr	en	11		517	15	142	271
%23pingdemic	1420443058961883136	Wed Jul 28 17:56:30 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Margo Leadbetter	SurbitonMargot	en	497		56685	187	9799	919
%23pingdemic	1420442956998365184	Wed Jul 28 17:56:06 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	Chris Gerhard 🇪🇺	chrisgerhard	en	497		39536	2184	148970	2375
%23pingdemic	1420442115981578240	Wed Jul 28 17:52:45 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter Web App	aHertfordLibDem🔸#DoGooder	HertfordLibDem	en	497		41657	692	57402	393
%23pingdemic	1420441917574238208	Wed Jul 28 17:51:58 +0000 2021	Food shortages have NOTHING to do with the #pingdemic  EU countries have the pandemic, they have apps, they have 'pings', and all the rest. But what they don't have is empty shelves! This is the DIRECT consequence of #ToryBrexit  Be told. Pic 1: UK Pic 2: EU Blame @borisjohnson https://t.co/XDSdkreIrj	622		Twitter for Android	Jeanette Bocking	WednesdayWife	en	322		47709	306	11112	153
%23pingdemic	1420441577374294016	Wed Jul 28 17:50:37 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for Android	Janet Wildman	JanWildman	en	438		82606	502	91315	334
%23pingdemic	1420441481400225792	Wed Jul 28 17:50:14 +0000 2021	In the short time that @sajidjavid has been #DeathSecretary, he’s insulted everyone, convinced people to delete the Covid app, made it harder to get tested if you have symptoms, propagated the #pingdemic hashtag to cover up #emptyshelves, and now he’s manipulating figures.  Fun.	1162		Twitter for Android	Simon Hollingworth 🇪🇺 tired of liars	rockyrocky7	en	438		1211	373	3838	618
%23pingdemic	1420440921439678464	Wed Jul 28 17:48:00 +0000 2021	Both, but their systemic issues in poor supply, food quality and stock management existed long before #pingdemic which is why they're suffering harder than everywhere else. The poor #customerservice, sending mouldy/out of date/short date produce &amp; blaming customers is pretty norm https://t.co/FMoErxu4NM	0		Twitter for Android	Selina Kindrat Pang 💙	spangoline	en	0		14098	431	27675	466
%23pingdemic	1420440838593814528	Wed Jul 28 17:47:41 +0000 2021	@cjsnowdon @JuliaHB1 The #freedomday kick in 7 days effect raised cases today, #pingdemic has kept last weeks cases down because it doesn’t need a confirmation just a close enough to contract, carry, spread. If your #english #Tory gov explained things #england would be educated (in most things!)	0		Twitter for iPhone	Seani D’man	LoverSeani	en	0		87	8	600	18
%23pingdemic	1420440798227750656	Wed Jul 28 17:47:31 +0000 2021	@mr_syoung Both, but their systemic issues in poor supply, food quality and stock management existed long before #pingdemic which is why they're suffering harder than everywhere else. The poor #customerservice, sending mouldy/out of date/short date produce &amp; blaming customers is pretty norm	0		Twitter for Android	Selina Kindrat Pang 💙	spangoline	en	0		14098	431	27675	466
%23pingdemic	1420440167639392256	Wed Jul 28 17:45:01 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPhone	Mark Sutherland	amjsutherland	en	497		150876	1445	185033	1531
%23pingdemic	1420440101490933504	Wed Jul 28 17:44:45 +0000 2021	REPLY @TheGrocer But panic has already set in. Driver shortages combined with the #pingdemic could leave shelves empty of summer berries   https://t.co/dQ2PwlF6W3	0		Twitter for iPhone	The Grocer	TheGrocer	en	0		1597	59109	49541	2014
%23pingdemic	1420439336810684416	Wed Jul 28 17:41:43 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for Android	XpatJock 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇪🇺🏴‍☠️	xpatjock	en	497		269932	3694	199250	4517
%23pingdemic	1420439120283848704	Wed Jul 28 17:40:51 +0000 2021	Formally pinged, so now part of the #pingdemic  Suspect too early for Tramlines to be where I got infected? Drive-in PCR done Test Centre was rammed, 200+ done today tester told me. https://t.co/xiTFbVbsR2	1		Twitter for Android	DullWinterDay1966🌹🇪🇺🇬🇧	WinterDull	en	0		22382	393	7562	640
%23pingdemic	1420439117016485888	Wed Jul 28 17:40:50 +0000 2021	Significant gaps on the shelves at Sainsbury's this afternoon. Has there been a run on #pasta? Is this the #pingdemic in action?	2		Twitter for Android	Ian Thompson	IanThomp	en	0		12132	850	16237	1213
%23pingdemic	1420439109072527104	Wed Jul 28 17:40:48 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPad	Clive Wismayer 🇪🇺🇳🇱 🥪	CliveWismayer	en	497		169726	16734	57307	2236
%23pingdemic	1420438540467547904	Wed Jul 28 17:38:33 +0000 2021	Only about 200 of @BorisJohnson's promised 2,000 testing sites to beat the #pingdemic are up and running, and hundreds will not be ready until the end of next month - a fortnight after 16 August - official figures reveal. https://t.co/9hnOFm8a49	23		Twitter for iPhone	Phil Masters 🇪🇺#FBPE #FBPA #FBNHS #BLM #3.5%	cheese58chat	en	26		70650	1921	30837	2068
%23pingdemic	1420436866868912128	Wed Jul 28 17:31:54 +0000 2021	With the so-called #pingdemic causing hundreds of thousands of people to self-isolate, the importance of having a safe and stable home cannot be underestimated. https://t.co/lOWHto3yo9	26		Twitter for iPhone	The Christopher Arts Foundation	Michell57265763	en	11		18	28	23	110
%23pingdemic	1420435280474087424	Wed Jul 28 17:25:35 +0000 2021	We told you empty shelves was because of #Brexit &amp; Not "#pingdemic" what @Conservatives have been hiding behind #Brexit has collapsed is no longer viable option for #UK #TRUTH alludes #Tories hence they want to silent #journalism &amp; #journalists i am not scared of facts #ToriesOut	0		Twitter for Android	Officially MAD	Justice4Marky	en	0		139209	1589	89615	0
%23pingdemic	1420433152355491840	Wed Jul 28 17:17:08 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter Web App	Helen121 🕷💙🇪🇺	Helen121	en	497		225379	4137	209538	4870
%23pingdemic	1420432160331284736	Wed Jul 28 17:13:12 +0000 2021	#Brexit must share blame for #Empty #Supermarket shelves : #SupermarketShortages are being blamed on the '#pingdemic' - but Brexit must take its share of responsibility after 25,000 #LorryDrivers returned to the #EU: #EmptyShelves  https://t.co/3C5cMjE52t	18		Twitter for Android	tim #FBPE 🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿	timwood95	en	16		26101	3652	42901	3644
%23pingdemic	1420431050682081536	Wed Jul 28 17:08:47 +0000 2021	As the #Covid #pingdemic sweeps across the UK, here's my front page #cartoon in the current issue of @gazettenewsdesk https://t.co/RSAJrkOJxs	0		Twitter Web App	Colin Shelbourn	radiocartoonist	en	0		369	1488	69123	1017
%23pingdemic	1420429837915889664	Wed Jul 28 17:03:58 +0000 2021	My Tesco yesterday in Oldham. This isn’t solely COVID, this is #BrexitShambles. Pictures from all over the country show the same thing. Food shortages. #JohnsonMustGo the #pingdemic is a convenient smokescreen for @BorisJohnson https://t.co/eK6UnBGkjl	1092		Twitter for iPad	Patricia Claxton	PatriciaClaxton	en	497		19839	368	16232	493
